City,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Sandpoint,US,1584318130,47,48.28,-116.55,37.4,12.75
Clarence Town,AU,1584318133,68,-32.58,151.78,72.0,19.46
Wilmington,US,1584318135,76,34.23,-77.94,54.0,11.41
Kindersley,CA,1584318137,72,51.47,-109.17,10.99,6.93
Santa Rosalía,MX,1584318140,29,27.32,-112.28,70.12,2.91
Roswell,US,1584318142,82,34.02,-84.36,64.99,4.7
Grimshaw,CA,1584318144,47,56.18,-117.6,18.0,8.05
Grand Forks,US,1584317892,100,47.93,-97.03,28.4,9.17
Capreol,CA,1584318148,29,46.71,-80.92,24.8,4.7
Arica,CL,1584318151,73,-18.48,-70.3,73.4,6.93
Livingston,GB,1584318153,80,55.9,-3.52,42.01,1.12
Rawlins,US,1584318155,42,41.79,-107.24,50.0,14.99
Parrita,CR,1584318077,68,9.52,-84.32,73.4,17.22
Dzilam González,MX,1584317663,84,21.28,-88.93,77.04,26.02
Puerto Nariño,CO,1584318162,88,-3.77,-70.38,80.6,2.24
Nuquí,CO,1584318164,83,5.71,-77.27,77.97,6.02
Kincardine,GB,1584318166,80,56.07,-3.72,42.01,1.12
Santa Barbara,US,1584317973,87,34.42,-119.7,62.6,5.82
Plessisville,CA,1584318009,35,46.22,-71.76,23.0,6.93
Greeneville,US,1584318173,87,36.16,-82.83,54.0,3.06
Harrisburg,US,1584318175,30,40.27,-76.88,46.99,5.82
Mitchell,US,1584317974,76,43.71,-98.03,32.0,13.87
Manzanillo,CU,1584317887,54,20.34,-77.12,76.84,13.62
Cañon City,US,1584318149,100,38.44,-105.24,46.99,4.7
Valle de Allende,MX,1584318184,20,26.93,-105.4,78.75,16.93
Devils Lake,US,1584318018,92,48.11,-98.87,24.8,10.29
Duarte,US,1584318173,48,34.14,-117.98,66.0,8.05
Seguin,US,1584318191,72,29.57,-97.96,70.0,11.41
Phenix City,US,1584317988,53,32.47,-85.0,78.8,3.36
Drumheller,CA,1584318195,43,51.46,-112.71,9.0,2.93
Aguada de Pasajeros,CU,1584318197,57,22.39,-80.85,78.8,10.29
Nicoya,CR,1584318199,54,10.15,-85.45,84.2,24.16
Muisne,EC,1584318110,94,0.6,-80.03,78.8,4.7
Etchoropo,MX,1584318204,53,26.77,-109.67,75.99,5.99
Moctezuma,MX,1584318206,23,29.8,-109.67,70.32,9.4
Price,US,1584317941,40,39.6,-110.81,54.0,14.99
Acarí,PE,1584318128,91,-15.43,-74.62,67.64,3.04
Alice Town,BS,1584318213,72,25.72,-79.3,74.95,13.73
Elizabeth City,US,1584318215,70,36.29,-76.25,48.2,16.11
Yellowknife,CA,1584318089,48,62.46,-114.35,21.2,24.16
Palpa,PE,1584318219,88,-14.53,-75.19,65.59,5.82
Nazas,MX,1584318221,12,25.23,-104.13,84.81,8.7
La Cruz,MX,1584318005,74,23.92,-106.9,75.99,3.0
Devon,GB,1584318226,100,50.75,-3.75,43.0,5.82
La Tuque,CA,1584318151,91,47.43,-72.78,4.3,4.7
Miles City,US,1584318230,85,46.41,-105.84,19.0,12.75
Campoverde,PE,1584318233,88,-8.48,-74.81,77.0,2.24
Atikokan,CA,1584318235,82,48.76,-91.62,24.75,4.81
Puerto Baquerizo Moreno,EC,1584317748,83,-0.9,-89.6,82.4,6.93
La Unión,PE,1584318239,45,-5.4,-80.75,85.3,17.11
Hauterive,FR,1584318242,66,46.09,3.45,48.2,4.7
Payson,US,1584318244,41,40.04,-111.73,60.8,6.93
Ayotzintepec,MX,1584318246,88,17.67,-96.13,71.46,3.2
Ailigandí,PA,1584318248,86,9.23,-78.02,74.14,7.23
Cape Canaveral,US,1584318007,78,28.41,-80.6,78.8,6.93
Pampa,US,1584318253,93,35.54,-100.96,42.8,5.82
Dumas,US,1584318255,100,35.87,-101.97,42.8,9.17
Chino Valley,US,1584318257,44,34.76,-112.45,66.99,12.75
Grafton,US,1584318259,21,42.21,-71.69,41.0,14.99
Santa Fe,AR,1584317610,86,-31.63,-60.7,70.0,3.0
West Plains,US,1584318264,82,36.73,-91.85,41.0,3.36
Glendive,US,1584318266,85,47.11,-104.71,28.4,14.99
Columbus,US,1584317972,70,39.96,-83.0,45.0,4.7
Panabá,MX,1584317901,69,21.28,-88.27,79.25,12.73
Gainesville,US,1584318273,47,29.65,-82.32,81.0,4.7
Pamplonita,CO,1584318275,65,7.44,-72.64,78.8,4.7
El Copé,PA,1584318277,39,8.62,-80.6,77.0,14.63
Burlington,US,1584318036,48,39.88,-74.64,50.0,9.17
Antofagasta,CL,1584318245,82,-23.65,-70.4,66.2,10.29
Cabral,DO,1584318284,61,18.25,-71.22,82.4,17.22
Dzitbalché,MX,1584318286,39,20.32,-90.05,87.75,3.24
Harrison,US,1584318288,69,30.41,-89.04,75.2,6.93
Macusani,PE,1584318268,99,-14.08,-70.43,32.83,3.33
New York,US,1584318110,29,40.71,-74.01,50.0,4.7
Rapid City,US,1584318006,69,44.08,-103.23,41.0,12.75
Lapeer,US,1584318297,67,43.05,-83.32,36.0,5.82
Tarauacá,BR,1584318299,95,-8.16,-70.77,76.17,0.43
Moa,CU,1584318301,97,20.66,-74.94,65.68,4.14
Leyva Solano,MX,1584318303,56,25.67,-108.64,69.8,10.29
Torrington,US,1584318306,29,41.8,-73.12,46.0,8.05
Panama City,PA,1584317709,61,8.99,-79.52,86.0,10.29
Barranco,PA,1584318310,74,9.52,-82.7,82.4,3.36
Ajuchitlán,MX,1584318312,38,20.72,-100.02,77.0,17.22
Manta,EC,1584318060,83,-0.95,-80.73,80.6,6.93
Bismarck,US,1584318317,100,46.81,-100.78,32.0,5.82
Jasper,US,1584318319,86,37.2,-94.35,43.0,5.82
Iralaya,HN,1584317834,78,15.0,-83.23,80.6,5.82
Macamic,CA,1584318324,50,48.75,-79.0,8.6,2.24
Anta,IN,1584318326,37,25.15,76.3,61.38,5.21
Plainview,US,1584318328,22,40.78,-73.47,48.99,3.36
Danville,US,1584318331,70,36.59,-79.39,48.99,9.17
Hamilton,US,1584318333,84,39.18,-84.53,43.0,5.46
Moyobamba,PE,1584318335,96,-6.05,-76.97,69.22,0.49
Huacho,PE,1584318318,76,-11.11,-77.61,72.79,4.32
Salinas,US,1584317911,62,36.68,-121.66,55.4,12.75
Del Rio,US,1584318342,65,29.36,-100.9,80.6,8.05
Brus Laguna,HN,1584318219,85,15.75,-84.48,75.34,3.58
Ciudad del Maíz,MX,1584318346,45,22.4,-99.6,75.99,11.99
Alpena,US,1584318348,62,45.06,-83.43,26.6,5.82
Lloydminster,CA,1584318351,65,53.28,-110.0,5.0,17.22
Saquena,PE,1584317947,86,-4.67,-73.52,78.51,2.62
Natchez,US,1584318355,77,31.56,-91.4,64.99,9.17
George Town,MY,1584318357,94,5.41,100.34,78.8,2.82
El Dorado,US,1584318345,100,33.21,-92.67,50.0,9.17
Guasdualito,VE,1584318362,37,7.24,-70.73,86.83,3.44
Ontario,US,1584318360,58,34.06,-117.65,66.0,6.93
San Miguel Ameyalco,MX,1584318366,31,19.32,-99.47,87.8,20.8
Houma,US,1584318368,78,29.6,-90.72,80.6,5.82
Swift Current,CA,1584318370,85,50.28,-107.8,14.0,14.99
Eufaula,US,1584318372,65,31.89,-85.15,78.8,2.8
Elko,US,1584318375,26,41.0,-115.5,55.4,13.87
Whitecourt,CA,1584318301,38,54.15,-115.69,23.0,12.75
Jackson,US,1584318379,86,42.42,-122.83,45.0,4.7
Paraíso,CR,1584318382,68,9.84,-83.87,73.4,17.22
Vallenar,CL,1584318215,91,-28.57,-70.76,58.32,3.6
Huntington,US,1584318345,75,38.42,-82.45,44.6,4.74
Senneterre,CA,1584318388,71,48.38,-77.23,3.2,3.36
Bow Island,CA,1584318390,71,49.87,-111.37,10.99,6.93
Spokane,US,1584318393,44,47.62,-117.37,37.4,5.82
Exeter,GB,1584318395,100,50.72,-3.53,44.01,5.82
Key West,US,1584317751,65,24.56,-81.78,78.8,10.29
Mastic Beach,US,1584318400,28,40.77,-72.85,46.4,8.05
Ortega,CO,1584318402,67,3.94,-75.22,81.63,5.82
Primero de Enero,CU,1584318404,73,21.95,-78.43,75.2,12.75
Gillette,US,1584318121,100,44.29,-105.5,21.2,12.75
Olean,US,1584318408,42,42.08,-78.43,35.01,10.29
Villa Juárez,MX,1584318411,47,24.65,-107.54,80.6,3.36
Manaure,CO,1584318413,84,11.78,-72.44,77.7,23.09
Petoa,HN,1584318415,74,15.27,-88.28,82.4,11.41
Buenos Aires,AR,1584318261,72,-34.61,-58.38,69.01,11.41
Macará,EC,1584318419,90,-4.38,-79.95,71.44,1.5
Barra Patuca,HN,1584318027,77,15.8,-84.28,80.31,12.55
Ponca City,US,1584318424,75,36.71,-97.09,46.4,8.05
Miguel Hidalgo,MX,1584318130,31,19.42,-99.2,87.8,20.8
Columbia,US,1584318360,67,34.0,-81.03,59.0,4.7
Safford,US,1584318431,17,32.83,-109.71,75.2,3.36
Minnedosa,CA,1584318433,86,50.25,-99.84,26.6,11.41
Minatitlán,MX,1584318435,78,17.98,-94.52,80.6,17.22
Opelousas,US,1584318186,65,30.53,-92.08,79.0,12.75
Weiser,US,1584318440,50,44.25,-116.97,55.99,3.36
Stann Creek Town,BZ,1584317920,78,16.97,-88.23,80.6,6.93
Eloy,US,1584318444,31,32.76,-111.55,78.01,5.82
Riohacha,CO,1584318150,82,11.54,-72.91,77.14,14.16
Subtanjalla,PE,1584318448,83,-14.02,-75.76,73.4,16.11
Portobelo,PA,1584318450,54,9.55,-79.65,84.2,10.29
Carman,CA,1584318453,100,49.5,-98.0,25.0,5.82
Tallahassee,US,1584318402,56,30.44,-84.28,78.8,0.92
Adolfo López Mateos,MX,1584318114,33,28.47,-107.3,66.0,14.0
Hackettstown,US,1584318459,20,40.85,-74.83,51.01,3.36
San Miguel,SV,1584318366,58,13.48,-88.18,87.8,5.82
Salina Cruz,MX,1584318123,62,16.17,-95.2,86.36,27.92
Lock Haven,US,1584318469,62,41.14,-77.45,46.4,14.99
Cleburne,US,1584318471,100,32.35,-97.39,57.99,5.82
Decatur,US,1584318248,72,39.84,-88.95,43.0,10.29
Moscow,RU,1584318257,85,55.75,37.62,27.0,8.95
Atascocita,US,1584318347,65,30.0,-95.18,79.0,5.82
Petatlán,MX,1584318480,66,17.52,-101.27,86.0,10.29
Waupun,US,1584318221,50,43.63,-88.73,37.99,6.93
Palora,EC,1584318485,74,-1.7,-77.93,78.8,2.24
New Iberia,US,1584318192,65,30.0,-91.82,79.0,6.93
Lac du Bonnet,CA,1584318490,95,50.25,-96.06,25.0,3.0
Forestville,US,1584318492,52,38.85,-76.88,46.99,0.74
Sancti Spíritus,CU,1584318494,76,21.93,-79.44,70.81,12.21
Canandaigua,US,1584318306,54,42.87,-77.29,30.99,3.76
Kemptville,CA,1584318499,32,45.02,-75.64,28.0,9.17
Jiguaní,CU,1584318501,69,20.37,-76.43,75.2,16.11
Moundsville,US,1584318504,48,39.92,-80.74,44.6,5.57
North Battleford,CA,1584318507,60,52.78,-108.28,9.0,16.11
Englehart,CA,1584318509,31,47.82,-79.87,17.6,4.7
Catalina Foothills,US,1584318511,17,32.3,-110.92,77.0,5.82
Saint-Prosper,CA,1584318513,49,46.21,-70.48,19.99,5.01
Council Bluffs,US,1584318516,75,41.26,-95.86,35.6,8.05
Bellefontaine,US,1584318340,77,40.36,-83.76,43.0,10.29
Caledonia,US,1584318521,59,42.81,-87.92,35.6,5.82
Snyder,US,1584318277,100,32.72,-100.92,48.2,11.41
Ojinaga,MX,1584318251,22,29.57,-104.42,86.0,6.93
West Wendover,US,1584318528,20,40.74,-114.07,62.6,12.75
Muscatine,US,1584318530,69,41.47,-91.13,37.4,6.93
Greenville,US,1584318248,66,35.61,-77.37,53.6,8.05
Delaware,US,1584318515,70,39.0,-75.5,46.99,5.82
Ciudad General Terán,MX,1584318539,44,25.27,-99.68,82.98,18.37
Hurricane,US,1584318541,37,37.18,-113.29,66.99,20.8
La Palma,US,1584318009,48,33.85,-118.05,64.99,8.05
Jacksonville Beach,US,1584318549,64,30.29,-81.39,79.0,6.93
Nakusp,CA,1584318551,59,50.25,-117.8,25.0,3.0
Monclova,MX,1584318259,62,26.9,-101.42,80.01,4.0
Lucea,JM,1584318556,61,18.45,-78.17,78.8,8.05
Statesboro,US,1584318373,88,32.45,-81.78,73.4,5.37
Pucallpa,PE,1584318561,88,-8.38,-74.55,77.0,2.24
Rolla,US,1584318380,74,37.95,-91.77,37.99,9.17
Owatonna,US,1584318316,74,44.08,-93.23,37.4,6.93
Amos,CA,1584318568,71,48.57,-78.12,8.6,3.36
Invermere,CA,1584318570,40,50.52,-116.04,28.0,1.01
Rosita,NI,1584318572,96,13.93,-84.4,71.49,2.75
Manitouwadge,CA,1584318574,90,49.12,-85.84,12.51,4.68
Seminole,US,1584317989,61,28.71,-81.21,82.99,8.05
Pacasmayo,PE,1584318403,70,-7.4,-79.57,77.36,13.8
Buenavista,PH,1584318581,71,8.98,125.41,78.13,2.51
Huntsville,US,1584318336,93,34.73,-86.59,50.0,8.05
Meridian,US,1584318586,87,43.61,-116.39,55.4,10.29
Albion,US,1584318588,44,42.24,-84.75,41.0,5.82
Copiapó,CL,1584318521,82,-27.37,-70.33,62.6,4.7
Bemidji,US,1584318546,63,47.47,-94.88,32.0,9.17
Edgewater,US,1584318596,69,28.99,-80.9,81.0,5.82
Requena,ES,1584318453,87,39.49,-1.1,59.0,5.82
Iowa City,US,1584318601,78,41.66,-91.53,36.0,5.82
Quepos,CR,1584318371,68,9.42,-84.17,73.4,17.22
Summerville,US,1584318464,87,33.02,-80.18,63.0,10.29
Rock Springs,US,1584318608,59,41.59,-109.2,42.94,13.96
Kennett,US,1584318610,86,36.24,-90.06,42.8,10.29
Belize,BZ,1584317932,78,17.25,-88.75,87.8,6.93
La Trinidad,PH,1584318088,65,16.45,120.59,76.19,0.92
Maryville,US,1584318617,70,35.76,-83.97,54.0,9.17
Zirándaro de los Chávez,MX,1584318619,23,18.45,-100.98,97.93,10.25
Morris,US,1584318621,36,40.83,-74.53,50.0,7.16
Niquero,CU,1584318624,75,20.04,-77.58,74.05,4.12
Saint Paul,US,1584318454,55,44.94,-93.09,37.99,9.17
Redmond,US,1584318485,31,47.67,-122.12,46.99,10.29
Uribia,CO,1584318631,67,11.71,-72.27,78.66,11.88
West Bend,US,1584318634,80,43.43,-88.18,36.0,4.7
Chippewa Falls,US,1584318637,84,44.94,-91.39,37.4,3.36
La Reforma,MX,1584318639,64,18.1,-91.02,81.88,1.43
Brookings,US,1584318549,86,44.31,-96.8,33.8,13.87
Gadsden,US,1584318644,87,34.01,-86.01,62.6,6.93
Pahrump,US,1584318498,18,36.21,-115.98,66.0,12.75
Tibú,CO,1584318648,67,8.64,-72.74,79.5,3.42
San Jorge,AR,1584318651,94,-31.9,-61.86,66.99,1.01
Tepechitlán,MX,1584318653,29,21.67,-103.33,76.44,1.52
Green River,US,1584318656,59,41.53,-109.47,43.23,6.76
La Macarena,CO,1584318659,82,2.18,-73.78,77.68,3.89
Huron,US,1584318662,51,41.15,-82.55,36.0,12.75
Bonnyville,CA,1584318664,51,54.27,-110.73,10.4,12.75
Sebring,US,1584318667,57,27.5,-81.44,82.4,8.05
West Bay,KY,1584318226,78,19.37,-81.42,78.8,11.41
Puerto Maldonado,PE,1584318671,100,-12.6,-69.18,33.8,2.24
Choix,MX,1584318674,23,26.71,-108.32,81.7,12.73
Desert Hot Springs,US,1584318570,37,33.96,-116.5,73.4,13.87
Nueva Loja,EC,1584318678,66,0.08,-76.88,87.8,2.24
Troy,US,1584318625,40,42.61,-83.15,39.2,9.17
Galveston,US,1584318584,94,29.37,-94.97,77.0,8.05
Salina,US,1584318602,72,38.84,-97.61,39.2,6.93
Cancún,MX,1584318003,78,21.17,-86.85,78.8,6.93
Salem,IN,1584318607,85,11.65,78.17,72.55,3.09
Auburn,US,1584318693,33,47.31,-122.23,46.99,20.8
Bloomfield,US,1584318695,36,40.81,-74.19,50.0,10.45
Timbiquí,CO,1584318697,90,2.77,-77.67,75.56,2.73
La Libertad,EC,1584318699,83,-2.23,-80.9,80.6,9.17
Baton Rouge,US,1584318702,51,30.45,-91.15,80.6,2.19
Williston,US,1584318569,100,48.15,-103.62,30.2,10.29
Monroe,US,1584318707,39,43.15,-77.68,30.99,5.82
Pinawa,CA,1584318710,93,50.15,-95.88,25.92,7.58
Paramonga,PE,1584318712,88,-10.67,-77.83,72.86,9.8
Mazatlan,MX,1584318714,75,25.2,-99.82,67.33,3.13
Worland,US,1584318717,56,44.02,-107.96,32.0,13.87
Stonewall,CA,1584318719,85,50.13,-97.33,25.0,12.75
Portales,US,1584318553,100,34.19,-103.33,46.0,10.29
Nuevo Progreso,MX,1584318725,86,23.17,-97.95,75.99,1.99
Thunder Bay,CA,1584318674,79,48.4,-89.32,27.0,8.05
El Alto,PE,1584318731,100,-4.27,-81.21,62.6,10.29
Okmulgee,US,1584318733,87,35.62,-95.96,52.0,6.93
Tambo,PE,1584318736,91,-14.8,-73.92,50.7,7.07
Lexington Park,US,1584318739,93,38.27,-76.45,46.99,2.77
Muskogee,US,1584318527,76,35.58,-95.33,52.0,5.82
Yankton,US,1584318743,86,42.87,-97.4,30.99,14.99
Arrondissement du Havre,FR,1584318745,93,49.58,0.33,46.4,4.7
San Andrés,CO,1584318749,69,12.58,-81.7,82.4,11.41
Alice,US,1584318692,65,27.75,-98.07,80.6,17.22
Saposoa,PE,1584318754,100,-6.93,-76.77,62.6,3.36
Eldorado,BR,1584318756,65,-23.79,-54.28,78.42,5.12
Benemérito de las Américas,MX,1584318759,75,16.52,-90.64,78.37,1.41
Tuckahoe,US,1584318646,70,37.59,-77.56,48.0,4.7
Loreto,MX,1584318765,46,22.27,-101.97,65.66,15.35
Hermiston,US,1584318768,64,45.84,-119.29,44.6,6.93
Caibarién,CU,1584318770,69,22.52,-79.47,75.2,11.41
Christiansburg,US,1584318773,100,37.13,-80.41,46.0,8.05
Lüshunkou,CN,1584317961,40,38.8,121.27,33.8,6.71
Oranjestad,AW,1584318778,74,12.52,-70.03,80.6,13.87
Miraflores,MX,1584318594,31,19.22,-98.81,87.8,20.8
Mattawa,US,1584318784,44,46.74,-119.9,42.8,11.41
Prescott Valley,US,1584318787,50,34.59,-112.33,66.0,12.75
Saint-Ambroise,CA,1584318789,60,48.55,-71.33,12.99,11.41
Ferme-Neuve,CA,1584318791,65,46.7,-75.45,17.67,4.03
Rancho Palos Verdes,US,1584318793,55,33.74,-118.39,64.4,11.41
Slave Lake,CA,1584318796,56,55.28,-114.77,14.0,5.82
Vincennes,FR,1584318798,81,48.85,2.43,48.2,1.12
Urcos,PE,1584318800,41,-13.69,-71.62,60.8,11.41
New Baltimore,US,1584318802,40,42.68,-82.74,37.0,9.17
Boissevain,CA,1584318804,100,49.23,-100.06,26.01,8.05
Kenora,CA,1584318785,79,49.82,-94.43,26.6,8.05
Grenfell,AU,1584318809,54,-33.9,148.17,68.5,14.32
Hammonton,US,1584318811,52,39.64,-74.8,50.0,4.7
